age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
55,self-employed,53566,doctorate,16,separated,white-collar,not-in-family,white,female,0,0,30,united-states,<=50K
20,private,117109,communitycollege,10,notmarried,white-collar,other-relative,black,female,0,0,24,united-states,<=50K
32,private,398019,dropout,4,notmarried,blue-collar,not-in-family,white,female,0,0,15,mexico,<=50K
18,private,114008,highschoolgrad,9,notmarried,service,own-child,white,male,0,0,35,united-states,<=50K
24,private,204653,communitycollege,10,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
33,government,254935,communitycollege,10,married,service,husband,white,male,0,0,45,united-states,<=50K
76,,84755,communitycollege,10,widowed,,unmarried,white,female,0,0,40,united-states,<=50K
57,government,198145,masters,14,married,service,husband,white,male,0,0,14,united-states,>50K
53,private,174020,masters,14,separated,prof-specialty,unmarried,white,female,0,1876,38,united-states,<=50K
19,private,451951,highschoolgrad,9,notmarried,service,not-in-family,white,female,0,0,40,united-states,<=50K
50,government,172175,masters,15,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
27,private,209472,bachelors,13,notmarried,white-collar,not-in-family,white,male,0,0,50,united-states,<=50K
40,private,336707,communitycollege,11,separated,blue-collar,not-in-family,white,female,0,0,60,united-states,<=50K
26,,431861,dropout,6,separated,,not-in-family,white,male,0,0,40,united-states,<=50K
47,self-employed,156728,highschoolgrad,9,married,service,husband,white,male,0,0,55,united-states,<=50K
39,government,290321,communitycollege,11,married,prof-specialty,husband,white,male,0,0,50,united-states,<=50K
49,government,206577,communitycollege,10,separated,white-collar,own-child,white,male,0,0,40,united-states,<=50K
28,self-employed,149324,communitycollege,10,married,prof-specialty,husband,white,male,0,0,7,united-states,<=50K
33,,49593,communitycollege,10,married,,wife,black,female,0,0,30,united-states,<=50K
50,private,98975,bachelors,13,married,white-collar,husband,white,male,15024,0,40,united-states,>50K
28,private,181659,dropout,7,notmarried,blue-collar,own-child,white,male,0,0,50,united-states,<=50K
30,private,174789,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
47,private,102308,masters,14,married,white-collar,husband,white,male,99999,0,50,united-states,>50K
39,private,184801,bachelors,13,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
37,private,176014,highschoolgrad,9,married,service,husband,white,male,0,0,50,united-states,<=50K
50,private,256861,highschoolgrad,9,married,service,husband,white,male,0,0,80,united-states,<=50K
37,private,239397,dropout,6,married,blue-collar,husband,white,male,0,0,40,mexico,<=50K
26,private,233777,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
55,private,236520,communitycollege,11,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
46,private,70754,bachelors,13,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
32,private,245378,highschoolgrad,9,married,service,husband,white,male,0,0,60,united-states,<=50K
26,private,176729,bachelors,13,notmarried,blue-collar,not-in-family,white,male,0,0,45,united-states,>50K
32,private,154120,highschoolgrad,9,married,blue-collar,husband,white,male,7298,0,40,united-states,>50K
43,private,88913,communitycollege,10,notmarried,blue-collar,own-child,asian-pac-islander,female,1055,0,40,united-states,<=50K
19,private,517036,highschoolgrad,9,separated,blue-collar,not-in-family,white,female,0,0,40,el-salvador,<=50K
38,private,436361,highschoolgrad,9,separated,service,not-in-family,white,female,0,0,75,united-states,<=50K
38,private,231037,dropout,3,married,service,husband,white,male,0,0,40,mexico,<=50K
65,private,209831,communitycollege,11,married,white-collar,wife,white,female,0,0,40,united-states,<=50K
70,self-employed,143833,communitycollege,10,married,white-collar,husband,white,male,0,2246,40,united-states,>50K
48,,167381,highschoolgrad,9,widowed,,unmarried,white,female,0,0,25,united-states,<=50K
44,private,215468,bachelors,13,separated,blue-collar,unmarried,black,female,0,0,7,united-states,<=50K
32,private,200700,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,50,united-states,<=50K
30,government,191777,highschoolgrad,9,notmarried,service,own-child,black,female,0,0,40,united-states,<=50K
49,government,195437,communitycollege,12,married,white-collar,husband,white,male,0,0,60,united-states,>50K
23,private,149396,highschoolgrad,9,notmarried,white-collar,own-child,black,female,0,0,40,united-states,<=50K
25,private,104746,communitycollege,10,married,blue-collar,husband,white,male,0,0,16,united-states,<=50K
19,private,108147,communitycollege,10,notmarried,white-collar,own-child,white,female,0,0,15,united-states,<=50K
27,private,238859,communitycollege,11,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
43,government,23157,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,60,united-states,<=50K
38,private,497788,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
42,private,141558,masters,14,married,prof-specialty,husband,white,male,0,0,60,united-states,<=50K
33,government,117963,bachelors,13,notmarried,white-collar,own-child,white,male,0,0,38,united-states,<=50K
30,private,232356,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
29,private,157941,bachelors,13,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
30,private,103642,dropout,7,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
26,private,169727,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
43,private,274731,bachelors,13,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
30,private,161572,highschoolgrad,9,married,service,wife,white,female,0,0,45,united-states,<=50K
38,private,48779,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
48,private,141511,masters,14,married,white-collar,husband,white,male,0,0,40,united-states,>50K
57,private,314153,bachelors,13,married,service,husband,white,male,0,1887,55,united-states,>50K
30,private,168334,highschoolgrad,9,married,service,wife,white,female,0,0,30,united-states,<=50K
42,government,267252,masters,14,separated,white-collar,unmarried,black,male,0,0,45,united-states,>50K
31,self-employed,312055,highschoolgrad,9,married,white-collar,husband,white,male,0,0,70,united-states,<=50K
32,private,207937,communitycollege,10,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
28,private,232653,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
63,private,246841,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
32,private,154087,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
20,private,199011,communitycollege,10,notmarried,blue-collar,own-child,white,male,0,0,12,united-states,<=50K
51,self-employed,205100,masters,14,married,prof-specialty,wife,white,female,0,0,30,united-states,>50K
36,private,177907,bachelors,13,notmarried,service,not-in-family,white,male,2176,0,20,,<=50K
24,private,50400,communitycollege,10,married,service,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50K
41,government,97064,communitycollege,11,separated,white-collar,unmarried,white,female,0,0,44,united-states,<=50K
21,private,65038,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
27,private,292472,communitycollege,10,notmarried,blue-collar,not-in-family,asian-pac-islander,male,0,1876,45,cambodia,<=50K
17,private,225211,dropout,5,notmarried,service,own-child,black,male,0,0,35,united-states,<=50K
45,private,320192,dropout,2,married,service,wife,white,female,0,0,40,united-states,<=50K
39,government,119421,highschoolgrad,9,separated,white-collar,unmarried,white,female,0,625,35,united-states,<=50K
21,private,83580,communitycollege,10,notmarried,prof-specialty,own-child,amer-indian-eskimo,female,0,0,4,united-states,<=50K
29,private,133696,bachelors,13,notmarried,prof-specialty,not-in-family,white,male,8614,0,45,united-states,>50K
39,private,141584,masters,14,notmarried,service,not-in-family,white,male,0,2444,45,united-states,>50K
42,private,529216,highschoolgrad,9,separated,blue-collar,other-relative,black,male,0,0,40,united-states,<=50K
22,private,390817,dropout,3,married,blue-collar,other-relative,white,male,0,0,40,mexico,<=50K
21,,85733,communitycollege,10,notmarried,,own-child,white,female,0,0,40,united-states,<=50K
59,private,155976,highschoolgrad,9,widowed,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
40,private,221172,masters,14,married,white-collar,husband,white,male,0,0,65,united-states,>50K
45,private,270842,communitycollege,10,separated,service,not-in-family,white,female,0,0,40,united-states,<=50K
35,private,82622,highschoolgrad,9,separated,white-collar,not-in-family,white,male,0,0,50,united-states,<=50K
58,private,371064,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,20,united-states,<=50K
45,private,54744,communitycollege,10,married,blue-collar,husband,white,male,0,1848,40,united-states,>50K
29,private,22641,highschoolgrad,9,married,blue-collar,husband,amer-indian-eskimo,male,0,0,45,united-states,<=50K
21,private,218957,dropout,7,notmarried,blue-collar,own-child,white,male,0,0,45,united-states,<=50K
51,private,441637,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
34,government,143699,communitycollege,10,married,service,wife,white,female,0,0,40,united-states,<=50K
40,private,183096,bachelors,13,separated,white-collar,not-in-family,white,female,0,0,35,united-states,<=50K
45,private,97176,dropout,7,separated,white-collar,unmarried,white,female,0,0,16,united-states,<=50K
38,self-employed,122493,dropout,6,married,service,husband,white,male,0,1887,40,united-states,>50K
22,private,311376,bachelors,13,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
37,private,78928,dropout,5,married,service,husband,white,male,3137,0,40,united-states,<=50K
62,private,123582,dropout,6,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
32,government,174215,bachelors,13,notmarried,white-collar,not-in-family,white,female,0,0,60,united-states,<=50K
36,private,183902,bachelors,13,married,prof-specialty,wife,white,female,0,0,4,united-states,>50K
43,private,247880,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
37,private,256636,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
33,,152875,bachelors,13,married,,wife,asian-pac-islander,female,0,0,40,china,<=50K
28,private,22422,highschoolgrad,9,notmarried,blue-collar,unmarried,white,male,0,0,55,united-states,<=50K
49,,178215,communitycollege,10,widowed,,unmarried,white,female,0,0,28,united-states,<=50K
47,government,194360,highschoolgrad,9,married,service,wife,white,female,0,0,7,united-states,>50K
59,private,247187,highschoolgrad,9,separated,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
35,private,63921,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
35,private,224889,bachelors,13,married,service,husband,white,male,0,0,40,united-states,<=50K
29,self-employed,178564,bachelors,13,notmarried,prof-specialty,other-relative,white,male,0,0,40,united-states,<=50K
57,private,47619,communitycollege,12,separated,prof-specialty,not-in-family,black,female,0,0,40,united-states,<=50K
41,private,92775,bachelors,13,married,white-collar,husband,white,male,0,0,60,united-states,>50K
37,private,50837,masters,14,married,prof-specialty,husband,white,male,0,0,45,united-states,>50K
20,government,235894,communitycollege,10,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
44,private,244974,highschoolgrad,9,married,service,husband,white,male,0,0,60,united-states,<=50K
20,government,526734,highschoolgrad,9,notmarried,white-collar,not-in-family,white,female,0,0,30,united-states,<=50K
38,self-employed,243484,bachelors,13,married,white-collar,wife,white,female,0,0,28,united-states,>50K
23,private,201664,highschoolgrad,9,married,white-collar,other-relative,white,male,0,0,40,united-states,<=50K
24,private,234640,highschoolgrad,9,notmarried,service,own-child,white,female,0,0,36,united-states,<=50K
46,private,268022,bachelors,13,married,service,husband,white,male,0,0,40,united-states,>50K
32,government,223267,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
21,self-employed,99199,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
32,private,137076,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
41,private,115411,communitycollege,10,separated,service,own-child,white,male,2174,0,45,united-states,<=50K
51,private,313146,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
69,self-employed,29980,dropout,4,notmarried,blue-collar,other-relative,white,male,1848,0,10,united-states,<=50K
39,self-employed,543042,highschoolgrad,9,married,blue-collar,husband,white,male,5178,0,50,united-states,>50K
43,private,271807,communitycollege,10,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
51,government,97934,bachelors,13,married,blue-collar,husband,white,male,5178,0,40,united-states,>50K
43,private,191196,highschoolgrad,9,separated,service,not-in-family,white,male,0,0,40,united-states,<=50K
35,self-employed,264627,dropout,7,separated,white-collar,unmarried,white,female,0,0,84,united-states,<=50K
32,private,183801,highschoolgrad,9,separated,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
25,private,209227,bachelors,13,notmarried,prof-specialty,own-child,white,female,0,0,21,united-states,<=50K
64,private,216208,communitycollege,10,widowed,service,not-in-family,white,female,0,0,40,united-states,<=50K
28,private,377095,bachelors,13,married,white-collar,wife,white,female,0,0,40,united-states,<=50K
44,private,317535,dropout,2,married,service,other-relative,white,male,0,0,40,mexico,<=50K
40,private,247880,bachelors,13,married,service,husband,white,male,0,0,40,united-states,>50K
21,private,152246,communitycollege,10,notmarried,blue-collar,own-child,asian-pac-islander,male,0,0,40,philippines,<=50K
23,private,428299,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
23,private,161708,communitycollege,10,notmarried,service,unmarried,white,female,0,0,20,united-states,<=50K
19,private,167859,highschoolgrad,9,notmarried,service,own-child,black,male,0,0,40,united-states,<=50K
61,private,85194,communitycollege,10,married,service,husband,white,male,0,0,25,united-states,<=50K
47,self-employed,119471,dropout,4,notmarried,blue-collar,not-in-family,other,male,0,0,40,,<=50K
39,private,117683,dropout,6,married,blue-collar,husband,white,male,0,0,45,united-states,<=50K
51,private,139347,highschoolgrad,9,married,white-collar,wife,white,female,7688,0,40,united-states,>50K
25,private,427744,dropout,6,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
33,private,122116,highschoolgrad,9,married,service,husband,white,male,0,0,45,united-states,<=50K
34,government,227931,communitycollege,10,separated,white-collar,not-in-family,white,female,0,0,38,united-states,<=50K
54,self-employed,226497,communitycollege,10,married,service,husband,white,male,0,0,50,united-states,<=50K
24,private,83783,bachelors,13,notmarried,service,own-child,white,female,0,0,40,united-states,<=50K
28,private,197113,highschoolgrad,9,notmarried,blue-collar,own-child,other,male,0,0,50,puerto-rico,<=50K
33,private,204742,communitycollege,10,married,service,husband,white,male,0,0,44,united-states,<=50K
63,,331527,highschoolgrad,9,married,,husband,white,male,0,0,14,united-states,<=50K
31,private,213179,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,60,united-states,>50K
70,self-employed,188260,highschoolgrad,9,married,white-collar,husband,white,male,0,0,16,united-states,<=50K
43,private,298161,highschoolgrad,9,married,blue-collar,wife,white,female,0,0,40,nicaragua,<=50K
36,private,143774,communitycollege,10,married,white-collar,wife,white,female,0,0,12,united-states,>50K
50,government,139296,dropout,7,notmarried,blue-collar,unmarried,white,male,0,0,40,united-states,<=50K
21,private,152389,communitycollege,10,notmarried,service,not-in-family,black,female,0,0,30,united-states,<=50K
31,private,309974,communitycollege,10,separated,service,unmarried,black,female,0,0,40,united-states,<=50K
19,,37085,communitycollege,10,notmarried,,own-child,white,female,0,0,30,united-states,<=50K
39,private,270059,communitycollege,10,separated,white-collar,unmarried,white,female,0,0,35,united-states,<=50K
29,private,130045,dropout,4,married,service,wife,white,female,0,0,40,united-states,<=50K
39,private,188038,communitycollege,10,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
17,private,168203,dropout,4,notmarried,blue-collar,other-relative,other,male,0,0,40,mexico,<=50K
46,private,171807,communitycollege,10,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
62,private,186696,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
32,private,177531,dropout,6,separated,service,unmarried,black,female,0,0,23,united-states,<=50K
28,private,115464,highschoolgrad,9,notmarried,service,own-child,black,female,0,0,40,united-states,<=50K
19,private,501144,communitycollege,10,notmarried,service,other-relative,black,female,0,0,40,united-states,<=50K
61,government,180079,doctorate,16,married,white-collar,husband,white,male,4064,0,40,united-states,<=50K
18,private,205894,communitycollege,10,notmarried,service,own-child,white,male,0,0,25,,<=50K
39,self-employed,218490,masters,15,married,prof-specialty,husband,white,male,0,2415,50,,>50K
24,government,203924,bachelors,13,married,service,husband,white,male,0,0,45,united-states,<=50K
38,private,91857,communitycollege,10,married,blue-collar,husband,white,male,0,0,41,united-states,<=50K
38,private,229700,masters,14,married,prof-specialty,husband,black,male,0,0,40,united-states,>50K
17,private,158704,dropout,6,notmarried,service,own-child,white,male,0,0,20,united-states,<=50K
28,private,190911,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
52,private,139176,highschoolgrad,9,married,service,husband,white,male,0,0,8,united-states,<=50K
61,private,119684,masters,15,married,prof-specialty,husband,white,male,15024,0,20,united-states,>50K
69,private,124930,dropout,3,married,blue-collar,husband,white,male,0,2267,40,united-states,<=50K
19,private,168693,highschoolgrad,9,notmarried,service,own-child,white,female,0,0,25,united-states,<=50K
26,private,250038,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,>50K
34,self-employed,353927,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,>50K
70,private,216390,dropout,5,married,blue-collar,wife,white,female,2653,0,40,united-states,<=50K
21,private,230248,highschoolgrad,9,notmarried,white-collar,not-in-family,white,female,0,0,25,united-states,<=50K
43,private,117728,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,44,united-states,<=50K
52,private,115851,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
59,private,193335,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
21,private,203894,communitycollege,11,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
53,self-employed,100109,masters,14,married,white-collar,husband,white,male,0,1977,40,united-states,>50K
55,government,157639,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,>50K
46,self-employed,235320,masters,14,separated,service,not-in-family,white,male,0,0,60,united-states,>50K
36,private,127686,highschoolgrad,9,separated,white-collar,unmarried,white,female,0,0,37,united-states,<=50K
39,private,28572,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,48,united-states,<=50K
78,,91534,bachelors,13,married,,husband,white,male,0,0,3,united-states,<=50K
30,private,184687,highschoolgrad,9,notmarried,prof-specialty,own-child,white,female,0,0,30,united-states,<=50K
22,private,267945,communitycollege,10,notmarried,service,own-child,white,female,0,0,16,united-states,<=50K
43,private,131899,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
36,private,192614,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,56,united-states,<=50K
36,private,186808,bachelors,13,married,blue-collar,own-child,white,male,0,0,40,united-states,>50K
50,private,44116,highschoolgrad,9,separated,blue-collar,unmarried,white,female,0,0,40,united-states,<=50K
27,government,46442,bachelors,13,notmarried,service,not-in-family,white,female,0,0,35,united-states,<=50K
46,government,78022,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,>50K
24,private,417668,bachelors,13,notmarried,prof-specialty,own-child,white,male,0,0,20,united-states,<=50K
41,private,223763,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
68,private,223851,highschoolgrad,9,married,white-collar,husband,white,male,0,0,24,united-states,<=50K
38,government,115634,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
47,private,114459,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,>50K
41,private,197093,communitycollege,10,notmarried,service,not-in-family,black,male,0,0,20,united-states,<=50K
31,self-employed,357145,doctorate,16,notmarried,prof-specialty,own-child,white,female,0,0,48,united-states,<=50K
29,private,59231,communitycollege,10,married,blue-collar,husband,white,male,0,0,42,united-states,<=50K
26,private,292303,highschoolgrad,9,notmarried,blue-collar,own-child,white,female,0,0,40,united-states,<=50K
51,private,122288,communitycollege,10,widowed,blue-collar,unmarried,white,female,0,0,36,united-states,<=50K
26,government,52322,bachelors,13,notmarried,service,not-in-family,other,male,0,0,60,united-states,<=50K
27,government,105830,bachelors,13,notmarried,prof-specialty,not-in-family,white,female,0,0,60,united-states,<=50K
36,private,107125,highschoolgrad,9,married,service,husband,white,male,0,0,50,united-states,<=50K
28,government,281860,bachelors,13,notmarried,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
53,private,283320,bachelors,13,separated,service,not-in-family,white,female,0,0,40,united-states,<=50K
40,government,26598,bachelors,13,separated,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
38,private,220783,highschoolgrad,9,separated,service,not-in-family,white,female,0,0,20,united-states,<=50K
21,,121694,dropout,4,notmarried,,own-child,white,male,0,0,40,united-states,<=50K
53,private,208302,dropout,6,married,service,husband,white,male,0,0,34,united-states,<=50K
34,government,172664,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
43,private,54611,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,60,united-states,<=50K
64,private,631947,dropout,6,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
21,private,394484,communitycollege,10,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
25,,239120,bachelors,13,notmarried,,not-in-family,white,male,0,0,13,united-states,<=50K
38,government,37683,masters,15,notmarried,prof-specialty,not-in-family,asian-pac-islander,female,99999,0,57,canada,>50K
47,government,193012,masters,14,separated,service,not-in-family,black,male,0,0,50,united-states,>50K
48,private,143098,doctorate,16,married,prof-specialty,husband,asian-pac-islander,male,0,1902,40,china,>50K
57,private,84888,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
37,private,188503,bachelors,13,notmarried,white-collar,not-in-family,white,female,0,0,35,united-states,<=50K
37,private,337778,dropout,7,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
51,self-employed,94432,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,55,united-states,>50K
32,private,168906,communitycollege,12,notmarried,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
49,private,116143,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
52,private,128272,highschoolgrad,9,married,service,husband,white,male,0,0,14,united-states,<=50K
64,government,301383,communitycollege,12,married,white-collar,husband,white,male,9386,0,45,united-states,>50K
46,private,174995,highschoolgrad,9,separated,white-collar,unmarried,white,female,0,0,45,united-states,<=50K
24,government,289909,communitycollege,10,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
39,private,154641,bachelors,13,married,white-collar,husband,white,male,0,0,45,united-states,>50K
23,private,209034,highschoolgrad,9,married,blue-collar,wife,white,female,3942,0,40,united-states,<=50K
30,private,203488,communitycollege,10,notmarried,blue-collar,not-in-family,white,male,0,0,44,united-states,<=50K
34,private,141118,masters,14,separated,prof-specialty,own-child,white,female,0,0,60,united-states,>50K
30,private,169589,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
25,private,137645,bachelors,13,notmarried,service,not-in-family,black,female,0,0,40,united-states,<=50K
58,government,489085,bachelors,13,married,prof-specialty,husband,black,male,0,0,40,united-states,<=50K
32,private,36302,communitycollege,10,married,white-collar,husband,white,male,0,0,50,united-states,<=50K
37,private,253420,highschoolgrad,9,separated,service,unmarried,black,female,0,0,25,united-states,<=50K
35,private,269300,highschoolgrad,9,separated,service,not-in-family,black,female,0,0,40,united-states,<=50K
18,private,282609,dropout,3,notmarried,blue-collar,other-relative,white,male,0,0,30,honduras,<=50K
46,private,346978,bachelors,13,separated,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
71,private,182395,bachelors,13,notmarried,blue-collar,not-in-family,white,male,11678,0,45,united-states,>50K
44,private,205051,dropout,6,separated,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
45,private,128736,dropout,6,separated,service,not-in-family,white,female,0,0,40,united-states,<=50K
40,private,236110,dropout,8,married,prof-specialty,husband,white,male,0,0,40,cuba,>50K
38,private,312271,bachelors,13,married,prof-specialty,husband,white,male,0,0,50,united-states,>50K
52,private,126978,highschoolgrad,9,married,blue-collar,wife,asian-pac-islander,female,0,0,40,china,<=50K
47,private,204692,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
49,private,195956,bachelors,13,separated,service,unmarried,white,female,0,0,35,united-states,<=50K
59,government,202682,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
22,private,231912,communitycollege,11,notmarried,white-collar,own-child,white,female,0,0,37,united-states,<=50K
44,government,24982,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,>50K
76,private,278938,bachelors,13,widowed,prof-specialty,not-in-family,white,female,0,0,20,united-states,<=50K
50,government,36489,dropout,6,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
33,government,154874,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
43,private,74581,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,48,united-states,>50K
27,private,311446,highschoolgrad,9,married,white-collar,wife,white,female,5178,0,40,united-states,>50K
37,self-employed,162164,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
40,private,239708,dropout,7,married,blue-collar,husband,white,male,0,0,55,united-states,<=50K
49,self-employed,162856,communitycollege,10,separated,white-collar,not-in-family,amer-indian-eskimo,female,0,0,40,united-states,<=50K
48,self-employed,85109,communitycollege,10,notmarried,blue-collar,not-in-family,white,male,0,0,45,united-states,<=50K
49,private,169042,highschoolgrad,9,separated,prof-specialty,unmarried,white,female,0,625,40,puerto-rico,<=50K
22,private,436798,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
42,private,345363,highschoolgrad,9,separated,white-collar,not-in-family,white,female,0,0,40,england,<=50K
36,private,49837,communitycollege,10,separated,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
57,,296516,communitycollege,10,married,,husband,white,male,0,0,50,united-states,<=50K
30,government,180283,highschoolgrad,9,notmarried,service,not-in-family,black,female,0,0,40,united-states,<=50K
40,government,95639,highschoolgrad,9,notmarried,blue-collar,other-relative,amer-indian-eskimo,male,0,0,40,united-states,<=50K
42,private,33155,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,45,united-states,<=50K
56,private,329059,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,italy,>50K
55,private,24694,communitycollege,10,separated,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
25,private,443855,highschoolgrad,9,married,service,husband,white,male,0,0,40,mexico,<=50K
52,,294691,highschoolgrad,9,married,,husband,white,male,0,0,40,united-states,<=50K
33,private,301867,communitycollege,10,notmarried,white-collar,unmarried,asian-pac-islander,female,0,0,35,united-states,<=50K
55,private,226875,highschoolgrad,9,married,service,husband,white,male,4064,0,40,united-states,<=50K
47,private,362835,bachelors,13,married,service,husband,white,male,0,0,60,united-states,>50K
23,private,180339,communitycollege,12,notmarried,service,own-child,white,female,0,0,65,united-states,<=50K
55,self-employed,207489,bachelors,13,separated,service,not-in-family,white,female,0,0,50,germany,<=50K
43,private,336643,highschoolgrad,9,notmarried,white-collar,not-in-family,white,female,0,0,50,united-states,<=50K
31,private,143653,communitycollege,11,married,service,husband,white,male,0,0,50,united-states,<=50K
62,government,101475,communitycollege,12,widowed,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
42,government,263871,highschoolgrad,9,married,white-collar,husband,white,male,0,0,8,united-states,<=50K
38,self-employed,77820,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
29,private,95465,highschoolgrad,9,notmarried,service,not-in-family,white,male,0,0,42,united-states,<=50K
26,private,257910,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,60,united-states,<=50K
26,private,244372,highschoolgrad,9,married,white-collar,wife,white,female,0,0,52,united-states,>50K
37,self-employed,126738,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,72,united-states,<=50K
